Price,New car price,Max horsepower(Ps),Max power(kW),Max torque(N-m),Top speed(km/h),Displacement(mL),Displacement(L),Official 0-100km/h acceleration(s),Overall weight(kg),Manufacturer_Acura(),Manufacturer_AlfaRomeo,Manufacturer_AstonMartin,Manufacturer_Audi(),Manufacturer_AudiSport,Manufacturer_BAICChanghe,Manufacturer_BAICYinxiang,Manufacturer_BAUER,Manufacturer_BEIJINGAuto,Manufacturer_BISUAuto,Manufacturer_BMW(),Manufacturer_BMWBrilliance,Manufacturer_BMWM,Manufacturer_BYD,Manufacturer_Babs,Manufacturer_BeijingAuto,Manufacturer_BeijingBenz,Manufacturer_BeijingChrysler,Manufacturer_BeijingCrossCountry,Manufacturer_BeijingHyundai,Manufacturer_BeijingJeep,Manufacturer_Bentley,Manufacturer_BrillianceChina,Manufacturer_BrillianceRenault,Manufacturer_BrillianceXinyuan,Manufacturer_Buick(),Manufacturer_Cadillac(),Manufacturer_Changan Lincoln,Manufacturer_ChanganAutomobile,Manufacturer_ChanganCrossover,Manufacturer_ChanganFord,Manufacturer_ChanganKaisheng,Manufacturer_ChanganLightVehicle,Manufacturer_ChanganMazda,Manufacturer_ChanganPeugeotCitroen,Manufacturer_ChanganSuzuki,Manufacturer_ChanganVolvo,Manufacturer_ChangheSuzuki,Manufacturer_CheetahMotors,Manufacturer_CheryAutomobile,Manufacturer_Chevrolet(),Manufacturer_Chrysler(),Manufacturer_Citroen(),Manufacturer_DS(),Manufacturer_DachanAutomobile,Manufacturer_Dodge(),Manufacturer_DongfengCitroen,Manufacturer_DongfengFenghuang,Manufacturer_DongfengHonda,Manufacturer_DongfengInfiniti,Manufacturer_DongfengMotor,Manufacturer_DongfengNissan,Manufacturer_DongfengPassengerVehicle,Manufacturer_DongfengPeugeot,Manufacturer_DongfengQichen,Manufacturer_DongfengRenault,Manufacturer_DongfengXiaokang,Manufacturer_DongfengYuedaKia,Manufacturer_DongfengYulon,Manufacturer_DongnanAutomobile,Manufacturer_FAW-Volkswagen,Manufacturer_FAW-VolkswagenAudi,Manufacturer_FAWHaima,Manufacturer_FAWHongqi,Manufacturer_FAWJilin,Manufacturer_FAWMazda,Manufacturer_FAWOranger,Manufacturer_FAWPentium,Manufacturer_FAWToyota,Manufacturer_FaweiNewLongma,Manufacturer_Ferrari,Manufacturer_Fiat(),Manufacturer_Ford(),Manufacturer_FordyceMotors,Manufacturer_FotonMotor,Manufacturer_FujianBenz,Manufacturer_GACAcura,Manufacturer_GACFICJeep,Manufacturer_GACFickerFiat,Manufacturer_GACGeo,Manufacturer_GMC,Manufacturer_GeelyAutomobile,Manufacturer_GeelyNewEnergy,Manufacturer_GreatWallMotor,Manufacturer_GuangzhouAutoMitsubishi,Manufacturer_GuangzhouAutoNewEnergy,Manufacturer_GuangzhouAutoZhongxing,Manufacturer_GuangzhouAutomobilePassengerVehicle,Manufacturer_GuangzhouHonda,Manufacturer_GuangzhouToyota,Manufacturer_GuanzhiAutomobile,Manufacturer_HafeiAutomobile,Manufacturer_HaimaAuto,Manufacturer_HantengAuto,Manufacturer_Honda(),Manufacturer_HuapuAuto,Manufacturer_HuataiAuto,Manufacturer_Hummer,Manufacturer_Hyundai(),Manufacturer_Infiniti(),Manufacturer_Jaguar,Manufacturer_Jeep(),Manufacturer_JianghuaiAutomobile,Manufacturer_JianglingAutomobile,Manufacturer_JianglingFord,Manufacturer_JiangxiIsuzu,Manufacturer_JiuLongAuto,Manufacturer_JonwayAutomobile,Manufacturer_JunmaMotors,Manufacturer_KaifengAuto,Manufacturer_KerryMotors,Manufacturer_Kia(),Manufacturer_LUTZ,Manufacturer_Lamborghini,Manufacturer_Land Rover(),Manufacturer_Landwind,Manufacturer_Lexus,Manufacturer_LifanMotor,Manufacturer_Lincoln,Manufacturer_Lincoln(),Manufacturer_Link,Manufacturer_Lotus,Manufacturer_MERCEDES-AMG,Manufacturer_MINI,Manufacturer_MINIJCW,Manufacturer_Maserati,Manufacturer_Mazda(),Manufacturer_McLaren,Manufacturer_Mercedes-Benz(),Manufacturer_Mercedes-Maybach,Manufacturer_MianyangJinbei,Manufacturer_Mitsubishi(),Manufacturer_Mustang,Manufacturer_NanjingFiat,Manufacturer_NanjingIveco,Manufacturer_Nissan(),Manufacturer_Opel,Manufacturer_Peugeot(),Manufacturer_Porsche,Manufacturer_RISOAUTO,Manufacturer_Renault(),Manufacturer_Rolls-Royce,Manufacturer_SAIC-GMBuick,Manufacturer_SAIC-GMCadillac,Manufacturer_SAIC-GMChevrolet,Manufacturer_SAIC-GMWuling,Manufacturer_SAICDATONG,Manufacturer_SAICDATONGMAXUS,Manufacturer_SAICGroup,Manufacturer_SAICSkoda,Manufacturer_SAICVolkswagen,Manufacturer_SRT,Manufacturer_SWMSwayAutomobile,Manufacturer_Saab,Manufacturer_Seat,Manufacturer_ShuanghuanAutomobile,Manufacturer_ShuguangAutomobile,Manufacturer_Skoda(),Manufacturer_SsangyongMotors,Manufacturer_Subaru,Manufacturer_SuzhouGoldenDragon,Manufacturer_Suzuki(),Manufacturer_TianjinFAW,Manufacturer_Toyota(),Manufacturer_Volkswagen(),Manufacturer_Volvo(),Manufacturer_VolvoAsiaPacific,Manufacturer_WeichaiAutomotive,Manufacturer_XiamenGoldenDragon,Manufacturer_XiamenGoldenTour,Manufacturer_ZTE,Manufacturer_ZhengzhouNissan,Manufacturer_ZotyeAuto,Manufacturer_smart,Manufacturer_奇瑞JaguarLand Rover,Model_Compact Car,Model_Compact MPV,Model_Compact SUV,Model_Large Car,Model_Large MPV,Model_Large SUV,Model_Light passenger,Model_MPV,Model_Medium and Large MPV,Model_Micro Truck,Model_Microvan,Model_Mid-Large SUV,Model_Mid-size MPV,Model_Mid-size SUV,Model_Midsize Car,Model_Midsize car,Model_Minivans,Model_Pickup,Model_Small Car,Model_Small SUV,Model_Sports Car
6.5,14.58,137,101,189,190.3492092,1598,1.6,10.76320443,1413.328755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
